,customer_id,customer_type,previous_cancellations,previous_bookings_not_canceled
274,7799600,Transient,0,0
275,8379191,Transient,0,0
276,8290489,Transient,0,0
277,5807982,Transient,0,0
278,3074278,Contract,0,0
279,2272538,Transient,0,0
280,7312681,Transient,0,0
281,2683025,Contract,0,0
282,3062170,Transient,0,0
283,2625894,Transient,0,0
284,3480706,Transient,1,0
285,6824081,Transient-Party,0,0
286,2858793,Transient,0,0
287,5173459,Transient,0,0
288,8000695,Transient-Party,1,0
289,1903290,Transient,0,0
290,6883902,Transient-Party,0,0
291,9083073,Transient,0,0
292,8845701,Transient,0,0
293,8612981,Transient,0,0
294,6134484,Transient,0,0
295,2990171,Transient,0,0
296,8309903,Transient,0,0
297,2643091,Transient,0,0
298,6635047,Transient,0,0
299,8356303,Transient,0,0
300,7337714,Transient,0,0
301,535252,Transient-Party,0,0
302,7502520,Transient,0,0
303,872901,Transient-Party,1,0
304,7427075,Transient,0,0
305,2880359,Transient,0,0
306,8239129,Transient-Party,0,0
307,3300820,Transient,0,0
308,1037582,Transient,0,0
309,1782366,Transient,0,0
310,4133665,Transient-Party,0,0
311,1435129,Contract,0,0
312,8757376,Transient,0,0
313,7156822,Transient,0,0
314,7079108,Transient,0,0
315,4051372,Transient,0,0
316,3695862,Transient-Party,0,0
317,9692988,Transient,0,0
318,4516385,Contract,1,0
319,5870514,Transient,0,0
320,5253969,Transient-Party,0,0
321,1511940,Transient-Party,0,0
322,3474562,Transient,0,0
323,5510680,Transient-Party,0,0
324,8548898,Transient,0,0
325,5325939,Transient,0,0
326,3161023,Transient,0,4
327,6402598,Transient,0,0
328,7899365,Transient,0,0
329,880122,Transient-Party,0,0
330,6643477,Transient,0,0
331,4311396,Transient-Party,0,0
332,502946,Transient,0,0
333,2127687,Transient,0,0
334,9503171,Transient,0,0
335,7672754,Transient,0,0
336,528222,Transient,0,0
337,8941061,Transient-Party,0,0
338,5365518,Transient,0,0
339,9122290,Transient,0,0
340,4716487,Transient-Party,0,0
341,9393300,Transient,0,0
342,1003994,Transient,0,0
343,3869843,Transient-Party,0,0
344,2322227,Transient,0,0
345,1306219,Transient-Party,1,0
346,953509,Transient,0,0
347,7503682,Contract,0,0
348,3083637,Contract,0,0
349,2909593,Transient,0,0
350,9520621,Transient-Party,0,0
351,4551709,Transient-Party,0,0
352,827675,Transient,0,0
353,2976995,Transient-Party,0,0
354,3892178,Transient,0,0
355,3038638,Transient-Party,0,0
356,2093257,Transient-Party,0,0
357,1070754,Transient,0,0
358,2473089,Transient,0,0
359,3702026,Transient,0,0
360,9228700,Transient-Party,0,0
361,6673385,Transient,0,0
362,3667513,Transient,0,0
363,1954582,Transient,0,0
364,7580041,Transient,0,0
365,6392437,Transient,0,0
366,7549802,Transient,0,0
367,6593014,Transient,0,0
368,5897145,Transient,0,0
369,8866413,Transient,0,0
370,2931345,Transient,0,0
371,8634194,Transient,1,0
372,8850259,Transient-Party,0,0
373,6605515,Transient,0,0
374,196049,Transient,0,0
375,4857286,Transient-Party,0,0
376,5584698,Transient,0,0
377,1471419,Transient,0,0
378,1002204,Contract,0,0
379,2432589,Transient-Party,0,0
380,2010582,Transient,0,0
381,5254392,Transient,0,0
382,6656251,Transient,0,1
383,5596226,Transient,0,0
384,470697,Transient,0,0
385,935251,Transient,0,1
386,8566742,Transient,0,0
387,1415713,Transient-Party,0,0
388,9896410,Transient,0,0
389,4462124,Transient,0,0
390,4458985,Transient-Party,0,0
391,7255497,Transient,0,0
392,1041604,Transient,0,0
393,2525881,Transient,0,0
394,5011164,Transient,0,0
395,5955654,Transient,0,0
396,1124245,Transient,0,0
397,8763412,Transient,0,0
398,7227740,Transient,0,0
399,2727848,Transient,0,0
400,487397,Transient,0,0
401,1134051,Transient,0,0
402,8318488,Transient,0,0
403,632291,Transient,0,0
404,4658528,Transient,0,0
405,9400246,Transient,0,0
406,6355553,Transient,0,0
407,3073656,Transient,0,0
408,7456893,Transient-Party,0,0
409,325607,Transient,0,0
410,7874922,Transient-Party,0,0
411,3553896,Transient-Party,0,0
412,8074255,Transient-Party,1,0
413,1091273,Contract,0,0
414,5472865,Transient,1,0
415,2197194,Transient-Party,0,0
416,723193,Transient,0,4
417,9917683,Transient,0,0
418,4157597,Transient,0,0
419,1982509,Transient-Party,0,0
420,8036389,Transient,0,0
421,9605486,Transient,0,0
422,4027244,Transient,0,0
423,3488763,Transient,0,0
424,6242728,Transient,0,0
425,1706478,Transient-Party,0,0
426,647633,Transient,0,0
427,4507665,Transient,0,0
428,9100546,Transient,0,0
429,5791745,Transient,0,0
430,1170353,Transient,0,0
431,7696470,Transient,0,0
432,4406592,Transient,0,0
433,5526732,Transient,0,0
434,8724465,Transient,0,0
435,7538243,Transient,0,0
436,675602,Transient-Party,0,0
437,339712,Transient,1,0
438,5718488,Transient,0,0
439,6596861,Transient,0,0
440,2016693,Transient-Party,0,0
441,5702870,Transient,0,0
442,9705746,Transient,0,0
443,1735447,Transient,0,0
444,4333208,Transient,0,0
445,8192281,Transient-Party,0,0
446,9660564,Contract,0,0
447,8978106,Transient,0,0
448,6929766,Transient,0,0
449,7310344,Transient,0,0
450,7663462,Contract,1,0
451,3025714,Transient,0,0
452,4055740,Transient,0,0
453,9010461,Transient-Party,0,0
454,9083052,Transient,0,0
455,6151929,Transient,0,0
456,3953597,Contract,0,0
457,5714472,Transient,0,0
458,9965164,Group,0,0
459,8492469,Transient,0,0
460,7078867,Transient,0,0
461,5737427,Transient,0,0
462,4928996,Transient,0,0
463,1030638,Transient,0,1
464,2443056,Transient,1,0
465,5666213,Transient,0,0
466,4052552,Transient-Party,1,0
467,8020444,Transient,0,0
468,7420797,Transient,0,0
469,8377669,Transient,0,0
470,120690,Transient,0,0
471,9749789,Transient,0,0
472,9289754,Transient,0,0
473,4339527,Transient,0,0
474,9251729,Contract,0,0
475,4770380,Transient,0,0
476,6910868,Transient-Party,0,0
477,5491113,Transient-Party,1,0
478,747267,Transient-Party,0,0
479,3907601,Transient,0,0
480,3881938,Transient,0,0
481,3186976,Transient,0,0
482,6336732,Transient,0,0
483,4679178,Transient-Party,0,0
484,9730956,Transient,0,0
485,6856249,Transient,0,0
486,6933678,Transient,0,0
487,8274825,Contract,0,0
488,591849,Transient,0,0
489,7319189,Transient,0,0
490,8104744,Transient,0,0
491,8797131,Transient,0,0
492,9593336,Transient,0,0
493,1909361,Transient,0,0
494,4965817,Contract,1,0
495,8520612,Transient-Party,0,0
496,6871113,Transient,0,0
497,6190301,Transient,0,0
498,3491187,Transient-Party,1,0
499,872280,Transient,0,0
500,8189841,Transient,0,0
501,4065488,Transient-Party,0,0
502,9435600,Transient,0,0
503,3877446,Transient,1,0
504,5599747,Transient,0,0
505,1320386,Transient-Party,0,0
506,2783258,Transient,0,0
507,4486327,Transient,0,0
508,3088740,Transient,0,0
509,4036894,Transient,0,0
510,2243100,Transient,0,0
511,3084877,Transient,0,0
512,8831927,Transient,0,0
513,5860726,Transient-Party,0,0
514,810845,Transient,0,0
515,4420344,Transient,0,0
516,7283058,Transient,0,0
517,6346496,Transient,0,0
518,2383406,Transient,0,0
519,4935247,Transient-Party,0,0
520,656973,Transient-Party,0,0
521,8510805,Transient-Party,0,0
522,4737540,Transient-Party,0,0
523,9080613,Transient,0,0
524,8270068,Transient-Party,0,0
525,9960750,Transient,0,0
526,1207580,Transient,0,0
527,1700138,Transient,0,0
528,6741784,Transient,0,0
529,1282439,Transient,0,0
530,8722010,Transient-Party,1,0
531,2496202,Transient,0,0
532,7752246,Transient,0,0
533,1424387,Transient,0,0
534,6793359,Transient-Party,0,0
535,3080136,Transient,0,1
536,879828,Transient,0,0
537,5564426,Transient,0,0
538,5256811,Transient,0,0
539,9966805,Transient,0,0
540,763711,Transient,0,0
541,1073351,Contract,0,0
542,2149948,Transient,0,0
543,6626726,Transient,0,0
544,3064357,Transient,0,0
545,9702738,Group,0,0
546,7741843,Transient,0,0
547,164763,Transient,0,0
548,2008279,Transient-Party,0,0
549,2637229,Transient-Party,0,0
550,262572,Transient,0,0
551,6088177,Transient,0,0
552,6653975,Contract,0,0
553,5508966,Transient,0,0
554,4108468,Transient-Party,0,0
555,3036998,Transient,0,0
556,1553957,Transient-Party,0,0
557,9343146,Transient,0,0
558,8205976,Transient-Party,0,0
559,3048268,Contract,0,0
560,3622511,Transient,0,0
561,1020330,Transient,0,0
562,3739861,Transient,0,5
563,2641883,Transient,0,0
564,8645349,Transient-Party,0,0
565,3379213,Contract,0,0
566,4512908,Transient,0,0
567,9718660,Transient-Party,0,0
568,8492708,Transient-Party,0,0
569,1323963,Transient,0,0
570,2561802,Transient,0,0
571,2512029,Transient,0,0
572,5138810,Transient-Party,0,0
573,2744482,Transient-Party,0,0
574,1512865,Transient,0,0
575,2507041,Transient,0,0
576,5501536,Transient,0,0
577,2790647,Transient,0,0
578,4969021,Transient-Party,0,0
579,6437874,Transient-Party,0,0
580,6778789,Transient,0,0
581,9536945,Transient-Party,0,0
582,2138452,Transient,0,0
583,7768483,Transient-Party,0,0
584,9471604,Transient,0,0
585,4526449,Transient-Party,0,0
586,8159973,Transient,0,0
587,7543870,Transient,0,0
588,1317725,Transient-Party,0,0
589,7544947,Transient,0,0
590,1576345,Transient-Party,0,0
591,6746778,Transient,0,0
592,418644,Transient-Party,0,0
593,5378771,Transient,0,0
594,3394771,Transient,0,0
595,6720060,Transient,0,0
596,4022053,Transient,0,0
597,2009410,Transient,0,0
598,6201405,Transient,0,0
599,6479180,Transient,0,0
600,8673109,Transient,0,0
601,6548114,Transient,0,0
602,7307058,Transient,0,0
603,9785221,Transient,0,0
604,4063716,Transient-Party,0,0
605,7061943,Transient-Party,0,0
606,7522186,Transient,0,0
607,9483683,Transient,0,0
608,359035,Transient,0,0
609,3914956,Transient,0,0
610,336071,Transient,0,0
611,2100472,Transient,0,0
612,9369398,Transient,0,0
613,9341210,Transient,0,0
614,7457685,Transient,0,0
615,2949862,Transient,0,0
616,4728593,Transient-Party,0,0
617,8606170,Transient,0,0
618,2513114,Transient,1,0
619,7003033,Transient-Party,0,0
620,7237530,Transient,0,0
621,6837239,Transient,0,0
622,8656613,Transient-Party,0,0
623,3033935,Transient,0,0
624,5849269,Transient,0,0
625,2183152,Transient,0,0
626,8263473,Transient,0,0
627,624267,Transient,0,0
628,5229292,Transient,0,0
629,8492095,Transient,0,0
630,3323989,Transient-Party,0,0
631,3984270,Transient,0,0
632,8703134,Transient,0,0
633,864108,Transient-Party,0,0
634,6292509,Transient,0,0
635,1469612,Transient,0,0
636,7865572,Transient,0,0
637,4422729,Transient,0,0
638,6818066,Transient,0,0
639,307478,Contract,1,0
640,4216674,Transient,0,0
641,4679435,Transient,0,0
642,602543,Transient-Party,0,0
643,5551896,Transient,0,2
644,6760262,Transient,0,0
645,906622,Transient,0,0
646,2520322,Transient,0,0
647,8412979,Transient,0,1
648,1241165,Transient,0,0
649,8266987,Transient-Party,0,0
650,6385001,Transient,0,0
651,2459228,Transient-Party,0,0
652,9662560,Transient,0,0
653,6110817,Transient,0,0
654,1921577,Transient,0,0
655,8304012,Transient,0,0
656,4494475,Transient-Party,0,0
657,6912605,Transient,0,0
658,3366350,Transient,0,0
659,9105139,Transient,0,0
660,2178325,Contract,0,0
661,5871120,Transient,0,0
662,435571,Transient,0,0
663,1756625,Transient-Party,0,0
664,8846041,Transient,0,0
665,9651841,Transient,0,0
666,3714442,Contract,0,0
667,3632235,Transient,0,0
668,8102167,Transient-Party,0,0
669,3624534,Transient,0,0
670,5932714,Transient-Party,0,0
671,7034908,Transient-Party,0,0
672,2159233,Transient,0,0
673,5130381,Transient,0,0
674,7210733,Transient-Party,0,0
675,8555581,Transient,0,0
676,2839891,Contract,0,0
677,311637,Transient,0,0
678,3411236,Transient,0,0
679,880677,Transient,0,0
680,9131010,Transient,0,0
681,3103489,Transient-Party,0,0
682,7378104,Transient-Party,0,0
683,2665518,Transient,0,0
684,2495392,Transient,0,0
685,9971395,Transient,0,0
686,7407047,Transient-Party,0,0
687,4937844,Transient,0,0
688,4990670,Transient,0,0
689,442936,Transient,1,0
690,9635497,Transient-Party,0,0
691,2661808,Transient,0,0
692,9560794,Transient,0,0
693,6895208,Transient,0,0
694,8377324,Transient,0,0
695,7001390,Transient,0,0
696,5133883,Transient,0,0
697,1427165,Transient,0,1
698,6512307,Transient,0,0
699,9296318,Transient,0,0
700,1221004,Transient,0,0
701,2026032,Transient-Party,0,0
702,2801696,Transient,0,0
703,5883169,Transient-Party,0,0
704,488371,Transient,0,0
705,7389999,Transient,0,0
706,1043752,Transient-Party,0,0
707,7545827,Transient,0,0
708,9509847,Transient,0,0
709,5385350,Transient,0,0
710,5639873,Transient-Party,0,0
711,6716561,Transient-Party,0,0
712,3630287,Transient,0,0
713,3983144,Transient,0,0
714,3393729,Contract,0,0
715,3090957,Transient,0,0
716,9183674,Transient,0,0
717,102443,Transient,0,0
718,5679803,Transient,0,0
719,5408188,Transient,0,0
720,1182125,Transient,0,0
721,5810815,Transient,0,0
722,4958415,Transient,0,0
723,5334536,Transient,0,0
724,6625440,Transient,0,0
725,7510183,Transient-Party,0,0
726,263747,Transient,0,3
727,247701,Transient,0,0
728,622581,Transient,0,0
729,5176473,Transient-Party,0,0
730,6219709,Transient,0,0
731,3765124,Transient,0,0
732,113672,Transient,0,0
733,4788923,Transient-Party,0,0
734,9062871,Transient,0,0
735,7189581,Transient,0,0
736,9705922,Transient,0,0
737,2982965,Transient,0,0
738,1522982,Transient,0,0
739,4051927,Transient,0,0
740,7714744,Transient,0,0
741,4309682,Transient-Party,0,0
742,9722682,Transient,0,0
743,6044629,Transient,0,0
744,4453933,Transient,0,0
745,6921788,Transient,0,0
746,3345198,Transient,0,0
747,3366577,Contract,0,0
748,2132452,Transient,0,1
749,2353827,Transient,0,0
750,9144401,Transient,0,0
751,3157077,Transient,0,0
752,2444590,Transient,0,0
753,3822972,Transient,0,0
754,9785106,Transient,0,0
755,4733789,Transient,0,0
756,2281096,Transient,0,0
757,9079227,Transient,0,0
758,6088233,Transient-Party,0,0
759,2810714,Transient-Party,1,0
760,5615766,Transient,1,0
761,1273275,Transient,0,0
762,4406863,Transient,0,0
763,5518716,Transient,0,0
764,7745711,Transient,0,0
765,9812256,Transient,0,0
766,8354302,Transient-Party,0,0
767,5945005,Transient,0,0
768,671568,Transient,0,0
769,7602911,Transient,0,0
770,2861171,Transient,0,0
771,9152444,Transient,0,0
772,633899,Transient,0,0
773,840360,Transient,0,0
774,5779569,Transient,0,0
775,862449,Transient,0,0
776,4177903,Transient,0,0
777,302819,Contract,0,0
778,8954508,Transient,0,0
779,3480925,Transient,0,0
780,3491940,Transient,0,0
781,8646174,Transient-Party,0,0
782,9990194,Transient,0,0
783,7454760,Transient,0,5
784,2928387,Transient-Party,0,0
785,7100255,Transient,0,0
786,1001845,Transient,0,0
787,8806099,Contract,1,0
788,8423814,Transient,0,0
789,5433547,Transient,0,0
790,7990794,Contract,0,0
791,8963876,Transient-Party,0,0
792,1438523,Transient,0,2
793,3596450,Transient,0,0
794,5556179,Transient,0,0
795,9127037,Transient-Party,0,0
796,1545361,Transient,0,0
797,2034104,Transient,0,0
798,7460018,Transient,1,0
799,9357535,Transient-Party,0,0
800,1145716,Transient-Party,0,0
801,8690875,Transient-Party,0,0
802,7186558,Contract,0,0
803,7848463,Transient,0,0
804,207068,Transient,0,0
805,269034,Transient,0,0
806,7751610,Transient,1,0
807,1771530,Transient-Party,0,0
808,3814366,Transient,0,0
809,1328239,Transient,0,0
810,3462646,Transient,0,0
811,345450,Transient,0,0
812,2991213,Transient,0,0
813,1677333,Transient,0,0
814,8838054,Transient,0,0
815,2060468,Transient-Party,0,0
816,369602,Transient,0,0
817,1881483,Transient,0,0
818,6441763,Transient-Party,0,0
819,4052699,Transient,0,0
820,5802016,Transient,0,0
821,9530529,Contract,0,0
822,1082725,Transient,0,0
823,6681693,Transient-Party,0,0
824,7616521,Transient,0,0
825,2776187,Transient,0,0
826,3567128,Transient,0,0
827,1826312,Transient,0,0
828,5817344,Transient,0,0
829,6227090,Transient,0,0
830,6419547,Transient,0,0
831,8821958,Transient,1,6
832,5441005,Transient,0,0
833,9473890,Transient-Party,0,0
834,1554551,Transient,0,0
835,5281089,Transient,0,0
836,8907547,Transient,0,0
837,1207259,Transient,0,0
838,6628261,Transient-Party,0,0
839,7224399,Transient,0,0
840,5758094,Transient,0,0
841,1923088,Transient-Party,0,0
842,2370535,Transient-Party,0,0
843,7992072,Transient,0,0
844,3287384,Transient,0,0
845,6465349,Transient-Party,0,0
846,4702164,Transient,0,0
847,7294386,Transient,0,0
848,1095079,Transient-Party,0,0
849,9308037,Transient,0,0
850,7403992,Transient,0,0
851,5282270,Transient,0,0
852,6806005,Transient,0,0
853,1537689,Transient,0,0
854,868101,Transient,0,0
855,5008224,Transient,0,0
856,9851550,Transient-Party,0,0
857,7996657,Transient,0,0
858,3151923,Transient,0,0
859,8276765,Transient,0,0
860,4535850,Transient,0,0
861,1245493,Transient,0,0
862,6036356,Transient,0,0
863,4997119,Transient,0,0
864,8364998,Transient,0,0
865,9037884,Transient-Party,0,0
866,6057393,Transient,0,0
867,4595253,Transient,0,0
868,5787732,Transient-Party,0,0
869,7548234,Transient,0,0
870,3917570,Transient,1,0
871,8480861,Transient,0,0
872,3348437,Transient-Party,0,0
873,634087,Transient,0,0
874,4794165,Transient-Party,0,0
875,6221502,Contract,1,0
876,2028480,Transient,0,0
877,1932782,Transient,0,0
878,7337985,Transient,0,0
879,2071389,Transient,0,0
880,9898350,Transient,0,0
881,8277775,Transient,0,0
882,1454168,Transient,0,0
883,3915420,Transient,0,0
884,9645446,Transient-Party,0,0
885,3587179,Transient,0,0
886,5538368,Transient,0,0
887,9974253,Transient-Party,0,0
888,2532464,Transient,0,0
889,8703006,Transient,0,0
890,6327709,Transient,0,0
891,8157542,Transient,0,0
892,8552771,Transient,0,0
893,4808371,Transient,0,0
894,7404332,Transient,0,0
895,5505880,Transient-Party,24,0
896,8067843,Transient,0,0
897,9394459,Transient,0,0
898,6784751,Transient,0,0
899,5584730,Transient,0,0
900,7479891,Transient,0,0
901,5138067,Transient,0,0
902,2656360,Transient,0,0
903,2950527,Transient,0,0
904,1220865,Transient,0,0
905,5049131,Transient,0,0
906,4089058,Transient,0,0
907,210915,Transient,0,0
908,2835479,Transient,0,0
909,8251977,Transient,0,0
910,3724017,Transient,0,0
911,3783905,Transient-Party,0,0
912,4552085,Transient,0,0
913,372592,Transient,0,0
914,1681132,Transient-Party,0,0
915,8803760,Transient-Party,0,0
916,1213225,Transient,0,0
917,3874764,Transient,1,0
918,8441747,Transient-Party,0,0
919,440012,Transient,0,0
920,6561191,Transient,0,0
921,4549632,Transient,0,0
922,8053021,Transient,0,0
923,6916882,Transient,0,0
924,2593976,Transient,0,0
925,1058268,Transient,0,0
926,6439009,Transient,0,0
927,7263986,Transient-Party,0,0
928,8942107,Transient,0,0
929,9249924,Transient,0,0
930,8230765,Transient,0,0
931,5321805,Transient,0,0
932,981404,Transient,0,0
933,7151922,Transient,0,0
934,4813952,Transient,0,0
935,1128914,Transient-Party,0,0
936,1111347,Group,0,0
937,8157047,Transient,0,0
938,5345301,Transient,0,3
939,8752323,Transient,0,0
940,1518333,Transient,0,0
941,7802914,Transient,0,0
942,7744501,Transient,0,0
943,7508488,Transient-Party,0,0
944,2369586,Transient,0,0
945,5366710,Transient,0,0
946,8662650,Transient,0,0
947,3567681,Transient,0,1
948,9226857,Transient,0,0
949,9692757,Transient,0,0
950,1137408,Transient,0,0
951,6669658,Transient-Party,0,0
952,4308431,Transient,0,0
953,4127835,Transient,0,0
954,8471844,Transient,0,0
955,769644,Transient,0,0
956,3289285,Transient,0,0
