,customer_id,customer_type,previous_cancellations,previous_bookings_not_canceled,country
124,471011,Transient,0,0,BEL
125,2223315,Transient,0,0,PRT
126,636437,Transient,1,0,PRT
127,1240804,Transient,0,0,FRA
128,8740050,Transient,0,0,FRA
129,2253277,Transient,0,0,GBR
130,3841279,Transient,0,0,PRT
131,4950668,Transient,0,0,ESP
132,6248520,Transient,0,0,DEU
133,6641222,Transient,0,0,DEU
134,7512954,Transient-Party,0,0,ESP
135,5349739,Transient,0,0,GBR
136,5030031,Transient,0,0,FRA
137,5487023,Transient,0,0,PRT
138,5584359,Transient,0,0,FRA
139,7818443,Transient,0,0,PRT
140,8844477,Transient,1,4,PRT
141,4679229,Transient,0,0,PRT
142,1977963,Transient,0,0,ESP
143,8165100,Transient,0,0,BRA
144,2015888,Group,0,14,PRT
145,4889262,Transient,0,0,PRT
146,7490652,Transient-Party,0,0,FRA
147,8761040,Transient,0,0,AUT
148,7220836,Transient-Party,0,0,DEU
149,9888157,Transient,0,0,DEU
150,3414944,Transient,0,0,PRT
151,2641399,Transient,0,0,PRT
152,9322950,Transient,0,0,ESP
153,3656953,Transient,0,0,PRT
154,947795,Transient,0,7,PRT
155,9476569,Transient,0,0,ITA
156,9915415,Transient,0,0,FRA
157,7091849,Transient-Party,0,0,PRT
158,2099853,Transient-Party,0,0,DEU
159,1972496,Transient-Party,0,0,ISR
160,9017310,Transient,0,0,PRT
161,3863858,Transient,0,0,FRA
162,4544078,Transient,0,0,DEU
163,8180843,Transient,0,0,PRT
164,8446906,Transient-Party,0,0,PRT
165,7277916,Transient,0,1,
166,2699578,Transient,0,0,FRA
167,6339235,Transient,0,0,URY
168,1665794,Transient,0,0,GBR
169,216231,Contract,0,0,DZA
170,5014084,Transient,0,0,PRT
171,6242533,Transient,0,0,PRT
172,2484492,Transient,0,0,CHE
173,975912,Transient,0,0,ESP
174,3738245,Transient,0,0,USA
175,5903289,Transient,0,0,ITA
176,8304011,Transient-Party,0,0,GBR
177,7904326,Transient-Party,0,0,CHE
178,6864250,Transient,0,0,CN
179,375737,Transient,0,0,PRT
180,5108727,Transient,0,0,PRT
181,8148937,Transient,0,0,LUX
182,5707579,Transient-Party,1,0,PRT
183,2841733,Contract,0,0,PRT
184,2031306,Contract,0,0,GBR
185,1697368,Transient,0,0,DEU
186,9308097,Transient-Party,0,0,CZE
187,296468,Transient,0,0,ESP
188,6267189,Transient,1,0,PRT
189,4074722,Transient,0,0,ESP
190,9288108,Transient,0,0,PRT
191,9923082,Transient,0,0,FRA
192,5407790,Transient,0,0,PRT
193,642991,Transient,0,0,PRT
194,6685650,Transient-Party,0,0,FRA
195,8301375,Transient-Party,0,0,PRT
196,3379353,Transient,0,0,IRN
197,3176852,Transient,1,0,PRT
198,4747203,Contract,1,0,PRT
199,286774,Transient,0,1,PRT
200,3754010,Transient-Party,0,0,PRT
201,8810263,Transient-Party,0,0,GBR
202,7109811,Transient,0,0,PRT
203,6861590,Transient-Party,0,0,GBR
204,3090286,Transient,0,0,PRT
205,7943759,Transient-Party,0,0,GRC
206,5505974,Transient,0,0,PRT
207,4077569,Transient-Party,0,0,BEL
208,551061,Transient,0,0,AUT
209,6275895,Transient-Party,0,0,IRL
210,5521722,Transient,0,0,GBR
211,1791510,Group,0,0,DEU
212,8055177,Transient,0,0,PRT
213,2295753,Transient,0,0,NLD
214,2254668,Contract,0,0,GBR
215,3541552,Transient,0,0,POL
216,8349332,Transient-Party,0,0,PRT
217,2958077,Transient,0,0,PRT
218,1535988,Transient,0,0,PRT
219,3089913,Transient-Party,1,0,PRT
220,3535477,Transient,0,0,BRA
221,5491986,Transient,0,0,PRT
222,6508679,Transient,0,0,PRT
223,1374586,Transient,0,0,PRT
224,8268573,Transient,1,0,PRT
225,9478106,Transient,0,0,CHN
226,9240913,Transient-Party,0,0,MAR
227,7391832,Transient,0,0,PRT
228,2840957,Transient-Party,0,0,PRT
229,4080482,Contract,0,0,ITA
230,2568049,Transient,0,0,CHE
231,2073111,Transient,0,0,ESP
232,6371658,Transient-Party,0,0,GBR
233,3223033,Transient,0,0,ESP
234,7395434,Transient,1,2,PRT
235,2193129,Transient,0,0,GBR
236,2972930,Transient,1,8,PRT
237,2915441,Transient-Party,0,0,DEU
238,4677170,Transient,0,0,DEU
239,2702631,Transient,0,0,NLD
240,9870117,Transient,0,0,ESP
241,5586542,Transient,0,0,BRA
242,7052523,Transient-Party,0,0,PRT
243,8732445,Transient,0,0,ESP
244,7860423,Transient,0,0,NLD
245,2978825,Transient-Party,0,0,PRT
246,9682353,Transient-Party,0,0,PRT
247,9681821,Transient,0,0,PRT
248,3569333,Transient-Party,0,0,AUT
249,8254149,Transient-Party,0,0,ITA
250,9021798,Transient,0,0,DEU
251,6708847,Transient-Party,0,0,PRT
252,3290827,Transient,0,0,HRV
253,5626744,Transient-Party,0,0,PRT
254,4720677,Transient,0,0,PRT
255,7917262,Transient,0,0,PRT
256,4183214,Transient,0,0,DNK
257,1578237,Transient,0,0,ESP
258,2225436,Transient,0,0,BRA
259,3595207,Transient-Party,0,0,PRT
260,7241330,Transient,0,0,FRA
261,1598361,Contract,0,0,PRT
262,7671371,Contract,0,0,GBR
263,2702432,Transient,0,0,PRT
264,2989875,Transient,0,0,PRT
265,9445993,Transient-Party,0,0,GBR
266,4170506,Transient,0,0,ITA
267,2655319,Transient,0,0,AUT
268,2249028,Transient,0,0,CN
269,5115639,Transient,0,0,IRL
270,6848621,Transient-Party,1,0,PRT
271,9261154,Transient,1,0,PRT
272,2166931,Transient,0,0,IRL
273,9570184,Transient-Party,0,0,PRT
274,3616867,Transient,0,0,NLD
275,8291433,Transient,0,0,CHE
276,8333054,Transient,0,0,ITA
277,4519238,Transient,0,0,SWE
278,2309178,Contract,0,0,FRA
279,8397745,Transient,0,0,PRT
280,406078,Transient,0,0,PRT
281,7231659,Contract,0,0,DEU
282,7601608,Transient,0,0,FIN
283,7796556,Transient,0,0,ETH
284,6225064,Transient,1,0,GBR
285,2984192,Transient-Party,0,0,PRT
286,2395768,Transient,0,0,PRT
287,764151,Transient,0,0,ARG
288,213615,Transient-Party,1,0,PRT
289,3218936,Transient,0,0,PRT
290,7032738,Transient-Party,0,0,PRT
291,577429,Transient,0,0,ITA
292,7080087,Transient,0,0,DEU
293,598452,Transient,0,0,USA
294,7920565,Transient,0,0,PRT
295,1814965,Transient,0,0,PRT
296,6200626,Transient,0,0,PRT
297,7173076,Transient,0,0,GBR
298,2283082,Transient,0,0,ESP
299,6012268,Transient,0,0,BEL
300,6797826,Transient,0,0,PRT
301,3127397,Transient-Party,0,0,GBR
302,4427039,Transient,0,0,PRT
303,3474848,Transient-Party,1,0,PRT
304,6551927,Transient,0,0,PRT
305,7922543,Transient,0,0,IRL
306,5001691,Transient-Party,0,0,ESP
307,9166750,Transient,0,0,PRT
308,4317434,Transient,0,0,FRA
309,9750235,Transient,0,0,GBR
310,6103404,Transient-Party,0,0,PRT
311,5787156,Contract,0,0,PRT
312,5676902,Transient,0,0,PRT
313,1008988,Transient,0,0,GBR
314,623371,Transient,0,0,
315,8447146,Transient,0,0,NLD
316,7582978,Transient-Party,0,0,AUT
317,4411944,Transient,0,0,BEL
318,3057086,Contract,1,0,PRT
319,5255718,Transient,0,0,USA
320,2273226,Transient-Party,0,0,FRA
321,2933830,Transient-Party,0,0,PRT
322,7597980,Transient,0,0,DEU
323,1956255,Transient-Party,0,0,PRT
324,2195456,Transient,0,0,BRA
325,4792142,Transient,0,0,USA
326,2529279,Transient,0,4,PRT
327,2508867,Transient,0,0,PRT
328,9433030,Transient,0,0,PRT
329,2656247,Transient-Party,0,0,ISL
330,6062162,Transient,0,0,PRT
331,9513949,Transient-Party,0,0,GBR
332,1129995,Transient,0,0,ESP
333,8062488,Transient,0,0,PRT
334,7176356,Transient,0,0,USA
335,1892976,Transient,0,0,POL
336,7432360,Transient,0,0,CN
337,1033921,Transient-Party,0,0,BEL
338,8132641,Transient,0,0,NLD
339,1183058,Transient,0,0,ESP
340,7774316,Transient-Party,0,0,ITA
341,7565903,Transient,0,0,PRT
342,7642060,Transient,0,0,NLD
343,4007896,Transient-Party,0,0,FRA
344,7965300,Transient,0,0,FRA
345,8832210,Transient-Party,1,0,PRT
346,4453676,Transient,0,0,PRT
347,3153711,Contract,0,0,PRT
348,8378691,Contract,0,0,PRT
349,8637743,Transient,0,0,GBR
350,168116,Transient-Party,0,0,PRT
351,8183683,Transient-Party,0,0,PRT
352,391054,Transient,0,0,BRA
353,2991726,Transient-Party,0,0,BEL
354,6936411,Transient,0,0,ITA
355,2238047,Transient-Party,0,0,PRT
356,1520121,Transient-Party,0,0,PRT
357,4209337,Transient,0,0,PRT
358,6726669,Transient,0,0,PRT
359,2216794,Transient,0,0,AUT
360,4957087,Transient-Party,0,0,SVN
361,6383612,Transient,0,0,USA
362,3869778,Transient,0,0,BEL
363,9916462,Transient,0,0,FRA
364,2495642,Transient,0,0,PRT
365,2673831,Transient,0,0,IRL
366,8855385,Transient,0,0,DEU
367,6217827,Transient,0,0,GBR
368,4392664,Transient,0,0,FRA
369,8892699,Transient,0,0,LTU
370,7495290,Transient,0,0,GBR
371,790421,Transient,1,0,PRT
372,6500622,Transient-Party,0,0,DEU
373,8055231,Transient,0,0,BRA
374,1745636,Transient,0,0,POL
375,1900783,Transient-Party,0,0,PRT
376,3884670,Transient,0,0,FRA
377,4145010,Transient,0,0,IRL
378,2647853,Contract,0,0,ITA
379,7041955,Transient-Party,0,0,ITA
380,2523997,Transient,0,0,GBR
381,1713052,Transient,0,0,PRT
382,1728443,Transient,0,1,PRT
383,4085362,Transient,0,0,DEU
384,1094263,Transient,0,0,PRT
385,6751723,Transient,0,1,BRA
386,823865,Transient,0,0,USA
387,1463043,Transient-Party,0,0,PRT
388,6308601,Transient,0,0,FRA
389,8692368,Transient,0,0,BEL
390,7886734,Transient-Party,0,0,PRT
391,7048072,Transient,0,0,PRT
392,6474878,Transient,0,0,BRA
393,7441649,Transient,0,0,AUT
394,2488912,Transient,0,0,DEU
395,7869928,Transient,0,0,PRT
396,979709,Transient,0,0,GBR
397,4141439,Transient,0,0,GBR
398,5099574,Transient,0,0,GBR
399,3564527,Transient,0,0,PRT
400,8060167,Transient,0,0,PRT
401,1249605,Transient,0,0,FRA
402,1351538,Transient,0,0,FRA
403,1748933,Transient,0,0,PRT
404,284660,Transient,0,0,CHE
405,8147714,Transient,0,0,PRT
406,3717966,Transient,0,0,PRT
407,3911031,Transient,0,0,FRA
408,7975328,Transient-Party,0,0,PRT
409,7752010,Transient,0,0,PRT
410,6788184,Transient-Party,0,0,BRA
411,1484395,Transient-Party,0,0,PRT
412,2516392,Transient-Party,1,0,PRT
413,9442630,Contract,0,0,NLD
414,6149190,Transient,1,0,GBR
415,5409153,Transient-Party,0,0,PRT
416,9743293,Transient,0,4,PRT
417,6483422,Transient,0,0,NLD
418,2491146,Transient,0,0,GBR
419,1920956,Transient-Party,0,0,GBR
420,4330484,Transient,0,0,GBR
421,1490223,Transient,0,0,PRT
422,4632703,Transient,0,0,GBR
423,284859,Transient,0,0,PRT
424,5700899,Transient,0,0,GBR
425,8551376,Transient-Party,0,0,PRT
426,4782452,Transient,0,0,PRT
427,9515414,Transient,0,0,BEL
428,5619083,Transient,0,0,CN
429,771307,Transient,0,0,ESP
430,2403654,Transient,0,0,PRT
431,1404097,Transient,0,0,CHN
432,4175846,Transient,0,0,ITA
433,9275948,Transient,0,0,ESP
434,4829010,Transient,0,0,PRT
435,8803467,Transient,0,0,ITA
436,9641361,Transient-Party,0,0,PRT
437,1257027,Transient,1,0,PRT
438,2037997,Transient,0,0,DEU
439,5027788,Transient,0,0,PRT
440,4082009,Transient-Party,0,0,BEL
441,9637227,Transient,0,0,PRT
442,3666654,Transient,0,0,FRA
443,6577846,Transient,0,0,GBR
444,3693058,Transient,0,0,DEU
445,690807,Transient-Party,0,0,AUT
446,6602471,Contract,0,0,DEU
447,7675363,Transient,0,0,DEU
448,2097363,Transient,0,0,FRA
449,1823767,Transient,0,0,BRA
450,2508956,Contract,1,0,PRT
451,7386902,Transient,0,0,GBR
452,8095886,Transient,0,0,BRA
453,7277518,Transient-Party,0,0,PRT
454,3769104,Transient,0,0,ITA
455,6831396,Transient,0,0,PRT
456,6801576,Contract,0,0,PRT
457,138184,Transient,0,0,PRT
458,3076174,Group,0,0,BRA
459,2724379,Transient,0,0,PRT
460,4016666,Transient,0,0,BRA
461,5402615,Transient,0,0,PRT
462,5315934,Transient,0,0,DEU
463,2431943,Transient,0,1,PRT
464,5479489,Transient,1,0,PRT
465,6542852,Transient,0,0,PRT
466,4701974,Transient-Party,1,0,PRT
467,5398215,Transient,0,0,GBR
468,7105522,Transient,0,0,CZE
469,2911840,Transient,0,0,PRT
470,4884395,Transient,0,0,PRT
471,998675,Transient,0,0,FRA
472,5569057,Transient,0,0,GBR
473,5492532,Transient,0,0,BRA
474,2798959,Contract,0,0,PRT
475,6711278,Transient,0,0,ESP
476,1285974,Transient-Party,0,0,PRT
477,6250497,Transient-Party,1,0,PRT
478,4525779,Transient-Party,0,0,GBR
479,6572432,Transient,0,0,PRT
480,559608,Transient,0,0,PRT
481,5301835,Transient,0,0,PRT
482,4341654,Transient,0,0,CHN
483,351910,Transient-Party,0,0,PRT
484,6014539,Transient,0,0,PRT
485,720911,Transient,0,0,FRA
486,4154261,Transient,0,0,LUX
487,5289962,Contract,0,0,PRT
488,4228346,Transient,0,0,PRT
489,8209951,Transient,0,0,
490,7076435,Transient,0,0,PRT
491,1008864,Transient,0,0,ESP
492,2222502,Transient,0,0,PRT
493,8675990,Transient,0,0,CHE
494,9605153,Contract,1,0,PRT
495,4448499,Transient-Party,0,0,PRT
496,1125979,Transient,0,0,MAR
497,7030754,Transient,0,0,PRT
498,306438,Transient-Party,1,0,PRT
499,9944364,Transient,0,0,HUN
500,7629071,Transient,0,0,FRA
501,4080075,Transient-Party,0,0,DEU
502,4036715,Transient,0,0,PRT
503,2853760,Transient,1,0,PRT
504,1530808,Transient,0,0,PRT
505,7682524,Transient-Party,0,0,PRT
506,3590331,Transient,0,0,PRT
507,9860336,Transient,0,0,IRL
508,1146893,Transient,0,0,BRA
509,9633181,Transient,0,0,PRT
510,3782521,Transient,0,0,FRA
511,9956184,Transient,0,0,PRT
512,4947622,Transient,0,0,PRT
513,4316361,Transient-Party,0,0,PRT
514,905232,Transient,0,0,IRL
515,9068398,Transient,0,0,PRT
516,7829029,Transient,0,0,GBR
517,8103536,Transient,0,0,NLD
518,2862060,Transient,0,0,IRL
519,6197346,Transient-Party,0,0,BRA
520,7510575,Transient-Party,0,0,PRT
521,7544163,Transient-Party,0,0,DEU
522,8867044,Transient-Party,0,0,ESP
523,5950064,Transient,0,0,PRT
524,1688685,Transient-Party,0,0,PRT
525,792455,Transient,0,0,ROU
526,8209581,Transient,0,0,ESP
527,6735421,Transient,0,0,IRL
528,2147235,Transient,0,0,BRA
529,1553387,Transient,0,0,IRL
530,3305622,Transient-Party,1,0,PRT
531,265936,Transient,0,0,ITA
532,8058888,Transient,0,0,PRT
533,4261647,Transient,0,0,CHN
534,806537,Transient-Party,0,0,FRA
535,2615512,Transient,0,1,ITA
536,4881944,Transient,0,0,GBR
537,9814780,Transient,0,0,PRT
538,7935144,Transient,0,0,PRT
539,8507959,Transient,0,0,ESP
540,6334215,Transient,0,0,FRA
541,4445256,Contract,0,0,GBR
542,1803763,Transient,0,0,ITA
543,9829526,Transient,0,0,ESP
544,8024353,Transient,0,0,PRT
545,9057625,Group,0,0,PRT
546,9192337,Transient,0,0,FRA
547,6657948,Transient,0,0,ITA
548,4226770,Transient-Party,0,0,PRT
549,1517014,Transient-Party,0,0,DZA
550,8650650,Transient,0,0,CN
551,7072497,Transient,0,0,PRT
552,2559441,Contract,0,0,GBR
553,6838518,Transient,0,0,PRT
554,3808387,Transient-Party,0,0,PRT
555,8783829,Transient,0,0,PRT
556,9636002,Transient-Party,0,0,PRT
557,6407733,Transient,0,0,CZE
558,4111220,Transient-Party,0,0,GBR
559,6912725,Contract,0,0,GBR
560,3653503,Transient,0,0,PRT
561,3202377,Transient,0,0,AUS
562,8407756,Transient,0,5,PRT
563,5169335,Transient,0,0,USA
564,5195503,Transient-Party,0,0,AGO
565,1353896,Contract,0,0,FRA
566,695650,Transient,0,0,PRT
567,8832184,Transient-Party,0,0,PRT
568,8133925,Transient-Party,0,0,FRA
569,4373257,Transient,0,0,ESP
570,5999073,Transient,0,0,PRT
571,4703316,Transient,0,0,GBR
572,1789371,Transient-Party,0,0,DEU
573,3110015,Transient-Party,0,0,GBR
574,6219909,Transient,0,0,FRA
575,6300468,Transient,0,0,JPN
576,6904211,Transient,0,0,PRT
577,7632988,Transient,0,0,PRT
578,8570430,Transient-Party,0,0,ITA
579,6840822,Transient-Party,0,0,PRT
580,4503289,Transient,0,0,KOR
581,7565725,Transient-Party,0,0,PRT
582,5833632,Transient,0,0,PRT
583,8223551,Transient-Party,0,0,GBR
584,9012649,Transient,0,0,ESP
585,1707055,Transient-Party,0,0,PRT
586,9115859,Transient,0,0,PRT
587,1591820,Transient,0,0,CYP
588,8377263,Transient-Party,0,0,ESP
589,6281091,Transient,0,0,DEU
590,448104,Transient-Party,0,0,PRT
591,7639972,Transient,0,0,PRT
592,5465141,Transient-Party,0,0,PRT
593,1681544,Transient,0,0,PRT
594,5187926,Transient,0,0,SAU
595,9982441,Transient,0,0,PRT
596,6727215,Transient,0,0,DEU
597,693948,Transient,0,0,FRA
598,3589536,Transient,0,0,FRA
599,615641,Transient,0,0,PRT
600,127649,Transient,0,0,IRN
601,637665,Transient,0,0,FRA
602,8885654,Transient,0,0,FRA
603,6090247,Transient,0,0,CHN
604,6324722,Transient-Party,0,0,PRT
605,5415989,Transient-Party,0,0,PRT
606,341698,Transient,0,0,JPN
607,8836166,Transient,0,0,PRT
608,7666626,Transient,0,0,PRT
609,5031077,Transient,0,0,RUS
610,3689840,Transient,0,0,FRA
611,4034719,Transient,0,0,
612,5278115,Transient,0,0,USA
613,5610581,Transient,0,0,CHE
614,7876526,Transient,0,0,PRT
615,850469,Transient,0,0,PRT
616,6176302,Transient-Party,0,0,BEL
617,2201012,Transient,0,0,USA
618,650489,Transient,1,0,PRT
619,9880575,Transient-Party,0,0,ITA
620,7635994,Transient,0,0,USA
621,6887198,Transient,0,0,BEL
622,5946096,Transient-Party,0,0,CZE
623,1757117,Transient,0,0,PRT
624,820648,Transient,0,0,DEU
625,5303150,Transient,0,0,ISR
626,3895188,Transient,0,0,FRA
627,8815594,Transient,0,0,ESP
628,6483158,Transient,0,0,PRT
629,688294,Transient,0,0,PRT
630,4995597,Transient-Party,0,0,ISR
631,696269,Transient,0,0,PRT
632,7138859,Transient,0,0,ITA
633,341665,Transient-Party,0,0,DEU
634,7669097,Transient,0,0,FRA
635,7570496,Transient,0,0,FRA
636,601623,Transient,0,0,GBR
637,3104711,Transient,0,0,POL
638,5759522,Transient,0,0,PRT
639,9027385,Contract,1,0,PRT
640,6196767,Transient,0,0,PRT
641,8415090,Transient,0,0,GBR
642,5597176,Transient-Party,0,0,GBR
643,3985354,Transient,0,2,PRT
644,7891791,Transient,0,0,PRT
645,2039250,Transient,0,0,NLD
646,8473146,Transient,0,0,PRT
647,6419093,Transient,0,1,PRT
648,8394635,Transient,0,0,AUT
649,5100092,Transient-Party,0,0,PRT
650,8553429,Transient,0,0,NOR
651,1400482,Transient-Party,0,0,PRT
652,7380297,Transient,0,0,USA
653,6971415,Transient,0,0,RUS
654,171354,Transient,0,0,GBR
655,5906567,Transient,0,0,DEU
656,6738193,Transient-Party,0,0,PRT
657,3117708,Transient,0,0,PRT
658,1339573,Transient,0,0,DEU
659,8783627,Transient,0,0,PRT
660,8163886,Contract,0,0,FRA
661,4329696,Transient,0,0,PRT
662,9351916,Transient,0,0,PRT
663,9435376,Transient-Party,0,0,IRL
664,2779012,Transient,0,0,POL
665,5156856,Transient,0,0,IRL
666,7854921,Contract,0,0,ESP
667,7952848,Transient,0,0,ESP
668,7067248,Transient-Party,0,0,PRT
669,5272345,Transient,0,0,PRT
670,7581279,Transient-Party,0,0,PRT
671,637169,Transient-Party,0,0,GBR
672,8505463,Transient,0,0,ESP
673,5648001,Transient,0,0,FRA
674,9849229,Transient-Party,0,0,PRT
675,8720114,Transient,0,0,PRT
676,927807,Contract,0,0,GBR
677,481588,Transient,0,0,PRT
678,9430612,Transient,0,0,PRT
679,2951392,Transient,0,0,PRT
680,5587786,Transient,0,0,PRT
681,858368,Transient-Party,0,0,PRT
682,7919289,Transient-Party,0,0,DEU
683,7939506,Transient,0,0,GBR
684,2528965,Transient,0,0,GBR
685,8834826,Transient,0,0,PRT
686,1138629,Transient-Party,0,0,PRT
687,6909328,Transient,0,0,ESP
688,8801292,Transient,0,0,GBR
689,6797476,Transient,1,0,PRT
690,2783796,Transient-Party,0,0,SAU
691,2912654,Transient,0,0,NOR
692,6639168,Transient,0,0,AUT
693,2425132,Transient,0,0,FRA
694,3025092,Transient,0,0,PRT
695,8801322,Transient,0,0,NOR
696,2341220,Transient,0,0,ESP
697,8180316,Transient,0,1,PRT
698,2861669,Transient,0,0,ESP
699,5252842,Transient,0,0,PRT
700,2232243,Transient,0,0,PRT
701,766432,Transient-Party,0,0,DZA
702,256198,Transient,0,0,PRT
703,3938631,Transient-Party,0,0,GBR
704,8975489,Transient,0,0,ESP
705,1169028,Transient,0,0,MAR
706,4164825,Transient-Party,0,0,DEU
707,325776,Transient,0,0,FRA
708,7378440,Transient,0,0,CHE
709,9129857,Transient,0,0,GBR
710,1327329,Transient-Party,0,0,PRT
711,1439251,Transient-Party,0,0,PRT
712,7916841,Transient,0,0,GBR
713,7127872,Transient,0,0,SWE
714,9759643,Contract,0,0,GBR
715,9571847,Transient,0,0,PRT
716,7068693,Transient,0,0,ITA
717,4974497,Transient,0,0,PRT
718,6204498,Transient,0,0,PRT
719,6726165,Transient,0,0,PRT
720,2104870,Transient,0,0,PRT
721,4853654,Transient,0,0,PRT
722,2424307,Transient,0,0,PRT
723,2550713,Transient,0,0,PRT
724,3560441,Transient,0,0,PRT
725,6996758,Transient-Party,0,0,GBR
726,9656771,Transient,0,3,PRT
727,3137615,Transient,0,0,PRT
728,3057710,Transient,0,0,GBR
729,2841702,Transient-Party,0,0,CHE
730,1185252,Transient,0,0,USA
731,1395804,Transient,0,0,GBR
732,4320613,Transient,0,0,BRA
733,1145280,Transient-Party,0,0,AUT
734,3129211,Transient,0,0,PRT
735,6421823,Transient,0,0,PRT
736,6390375,Transient,0,0,PRT
737,2751633,Transient,0,0,ESP
738,9813976,Transient,0,0,ESP
739,3022406,Transient,0,0,CHE
740,6945109,Transient,0,0,RUS
741,6154754,Transient-Party,0,0,PRT
742,4900308,Transient,0,0,ESP
743,5991721,Transient,0,0,PRT
744,1164989,Transient,0,0,PRT
745,7460180,Transient,0,0,NLD
746,390238,Transient,0,0,PRT
747,4878984,Contract,0,0,GBR
748,4160010,Transient,0,1,PRT
749,8889322,Transient,0,0,ESP
750,6715746,Transient,0,0,PRT
751,1961991,Transient,0,0,DEU
